Year,Sex,WorkingPattern,AgeGroup,WorkRegion,Occupation,Industry,Value,comment
2016,Male,Full-time,,North East,Administrative and secretarial occupations,,20889,
2016,Male,Full-time,,North East,Associate professional and technical occupations,,31880,
2016,Male,Full-time,,North East,"Caring, leisure and other service occupations",,19408,
2016,Male,Full-time,,North East,Elementary occupations,,20092,reasonably precise
2016,Male,Full-time,,North East,"Managers, directors and senior officials",,37958,reasonably precise
2016,Male,Full-time,,North East,"Process, plant and machine operatives",,25239,reasonably precise
2016,Male,Full-time,,North East,Professional occupations,,37643,reasonably precise
2016,Male,Full-time,,North East,Sales and customer service occupations,,20809,acceptable
2016,Male,Full-time,,North East,Skilled trades occupations,,26244,
2016,Male,Full-time,,North East,,,27368,
2016,Male,Full-time,,North West,Administrative and secretarial occupations,,22473,
2016,Male,Full-time,,North West,Associate professional and technical occupations,,33233,
2016,Male,Full-time,,North West,"Caring, leisure and other service occupations",,18850,
2016,Male,Full-time,,North West,Elementary occupations,,18888,
2016,Male,Full-time,,North West,"Managers, directors and senior officials",,40521,reasonably precise
2016,Male,Full-time,,North West,"Process, plant and machine operatives",,23950,
2016,Male,Full-time,,North West,Professional occupations,,38679,
2016,Male,Full-time,,North West,Sales and customer service occupations,,18776,
2016,Male,Full-time,,North West,Skilled trades occupations,,25625,
2016,Male,Full-time,,North West,,,28390,
2016,Male,Full-time,,Northern Ireland,,,26629,
2016,Male,Full-time,,Scotland,Administrative and secretarial occupations,,24320,
2016,Male,Full-time,,Scotland,Associate professional and technical occupations,,32184,
2016,Male,Full-time,,Scotland,"Caring, leisure and other service occupations",,21645,
2016,Male,Full-time,,Scotland,Elementary occupations,,19928,
2016,Male,Full-time,,Scotland,"Managers, directors and senior officials",,43013,reasonably precise
2016,Male,Full-time,,Scotland,"Process, plant and machine operatives",,24755,
2016,Male,Full-time,,Scotland,Professional occupations,,38604,
2016,Male,Full-time,,Scotland,Sales and customer service occupations,,19299,reasonably precise
2016,Male,Full-time,,Scotland,Skilled trades occupations,,26940,
2016,Male,Full-time,,Scotland,,,29910,
2016,Male,Full-time,,South East,Administrative and secretarial occupations,,24489,
2016,Male,Full-time,,South East,Associate professional and technical occupations,,35078,
2016,Male,Full-time,,South East,"Caring, leisure and other service occupations",,20250,reasonably precise
2016,Male,Full-time,,South East,Elementary occupations,,20596,
2016,Male,Full-time,,South East,"Managers, directors and senior officials",,48028,reasonably precise
2016,Male,Full-time,,South East,"Process, plant and machine operatives",,26218,
2016,Male,Full-time,,South East,Professional occupations,,42516,
2016,Male,Full-time,,South East,Sales and customer service occupations,,18759,
2016,Male,Full-time,,South East,Skilled trades occupations,,27799,
2016,Male,Full-time,,South East,,,32311,
2016,Male,Full-time,,South West,Administrative and secretarial occupations,,24156,
2016,Male,Full-time,,South West,Associate professional and technical occupations,,32128,
2016,Male,Full-time,,South West,"Caring, leisure and other service occupations",,19497,reasonably precise
2016,Male,Full-time,,South West,Elementary occupations,,19802,
2016,Male,Full-time,,South West,"Managers, directors and senior officials",,38721,reasonably precise
2016,Male,Full-time,,South West,"Process, plant and machine operatives",,23396,
2016,Male,Full-time,,South West,Professional occupations,,39536,
2016,Male,Full-time,,South West,Sales and customer service occupations,,18862,reasonably precise
2016,Male,Full-time,,South West,Skilled trades occupations,,25731,
2016,Male,Full-time,,South West,,,28980,
2016,Male,Full-time,,Wales,Administrative and secretarial occupations,,21361,
2016,Male,Full-time,,Wales,Associate professional and technical occupations,,30405,
2016,Male,Full-time,,Wales,"Caring, leisure and other service occupations",,19536,
2016,Male,Full-time,,Wales,Elementary occupations,,18479,acceptable
2016,Male,Full-time,,Wales,"Managers, directors and senior officials",,36493,reasonably precise
2016,Male,Full-time,,Wales,"Process, plant and machine operatives",,22349,
2016,Male,Full-time,,Wales,Professional occupations,,37871,
2016,Male,Full-time,,Wales,Sales and customer service occupations,,18843,
2016,Male,Full-time,,Wales,Skilled trades occupations,,26266,
2016,Male,Full-time,,Wales,,,27489,
2016,Male,Full-time,,West Midlands,Administrative and secretarial occupations,,22443,
2016,Male,Full-time,,West Midlands,Associate professional and technical occupations,,33077,
2016,Male,Full-time,,West Midlands,"Caring, leisure and other service occupations",,18668,
2016,Male,Full-time,,West Midlands,Elementary occupations,,19599,
2016,Male,Full-time,,West Midlands,"Managers, directors and senior officials",,41343,reasonably precise
2016,Male,Full-time,,West Midlands,"Process, plant and machine operatives",,25218,
2016,Male,Full-time,,West Midlands,Professional occupations,,37904,
2016,Male,Full-time,,West Midlands,Sales and customer service occupations,,18696,
2016,Male,Full-time,,West Midlands,Skilled trades occupations,,26340,
2016,Male,Full-time,,West Midlands,,,28992,
2016,Male,Full-time,,Yorkshire and The Humber,Administrative and secretarial occupations,,22875,
2016,Male,Full-time,,Yorkshire and The Humber,Associate professional and technical occupations,,31871,
2016,Male,Full-time,,Yorkshire and The Humber,"Caring, leisure and other service occupations",,17974,
2016,Male,Full-time,,Yorkshire and The Humber,Elementary occupations,,19440,
2016,Male,Full-time,,Yorkshire and The Humber,"Managers, directors and senior officials",,40502,reasonably precise
2016,Male,Full-time,,Yorkshire and The Humber,"Process, plant and machine operatives",,24164,
2016,Male,Full-time,,Yorkshire and The Humber,Professional occupations,,37837,
2016,Male,Full-time,,Yorkshire and The Humber,Sales and customer service occupations,,19170,
2016,Male,Full-time,,Yorkshire and The Humber,Skilled trades occupations,,26440,
2016,Male,Full-time,,Yorkshire and The Humber,,,28436,
2016,Male,Full-time,,,Administrative and secretarial occupations,,24000,
2016,Male,Full-time,,,Associate professional and technical occupations,,34000,
2016,Male,Full-time,,,"Caring, leisure and other service occupations",,19943,
2016,Male,Full-time,,,Elementary occupations,,19911,
2016,Male,Full-time,,,"Managers, directors and senior officials",,45762,
2016,Male,Full-time,,,"Process, plant and machine operatives",,24761,
2016,Male,Full-time,,,Professional occupations,,40890,
2016,Male,Full-time,,,Sales and customer service occupations,,19296,
2016,Male,Full-time,,,Skilled trades occupations,,26681,
2016,Male,Full-time,,,,Accommodation and food service activities,19486,
2016,Male,Full-time,,,,Activities of households as employers; undifferianted goods-and-services-producing activities of households for own use,22679,acceptable
2016,Male,Full-time,,,,Administrative and support service activities,25118,
2016,Male,Full-time,,,,"Agriculture, forestry and fishing",23504,
2016,Male,Full-time,,,,"Arts, entertainment and recreation",24105,
2016,Male,Full-time,,,,Construction,30982,
2016,Male,Full-time,,,,Education,33658,
2016,Male,Full-time,,,,"Electricity, gas, steam and air conditioning supply",39271,
2016,Male,Full-time,,,,Financial and insurance activities,47818,
2016,Male,Full-time,,,,Human health and social work activities,29261,
2016,Male,Full-time,,,,Information and communication,40000,
2016,Male,Full-time,,,,Manufacturing,30343,
2016,Male,Full-time,,,,Mining and quarrying,38795,reasonably precise
2016,Male,Full-time,,,,Other service activities,26797,
2016,Male,Full-time,,,,"Professional, scientific and technical activities",38373,
2016,Male,Full-time,,,,Public administration and defence; compulsory social security,34165,
2016,Male,Full-time,,,,Real estate activities,29311,
