Year,Sex,WorkingPattern,AgeGroup,WorkRegion,Occupation,Industry,Value,comment
2018,,,,North West,Elementary occupations,,13925,reasonably precise
2018,,,,North West,"Managers, directors and senior officials",,36789,reasonably precise
2018,,,,North West,"Process, plant and machine operatives",,23194,
2018,,,,North West,Professional occupations,,34334,
2018,,,,North West,Sales and customer service occupations,,13555,
2018,,,,North West,Skilled trades occupations,,25612,reasonably precise
2018,,,,North West,,,22633,
2018,,,,Northern Ireland,,,22071,
2018,,,,Scotland,Administrative and secretarial occupations,,18910,
2018,,,,Scotland,Associate professional and technical occupations,,29644,
2018,,,,Scotland,"Caring, leisure and other service occupations",,15322,
2018,,,,Scotland,Elementary occupations,,13721,reasonably precise
2018,,,,Scotland,"Managers, directors and senior officials",,37213,
2018,,,,Scotland,"Process, plant and machine operatives",,24010,
2018,,,,Scotland,Professional occupations,,33964,
2018,,,,Scotland,Sales and customer service occupations,,13666,
2018,,,,Scotland,Skilled trades occupations,,26332,
2018,,,,Scotland,,,23858,
2018,,,,South East,Administrative and secretarial occupations,,18421,
2018,,,,South East,Associate professional and technical occupations,,31393,
2018,,,,South East,"Caring, leisure and other service occupations",,13779,
2018,,,,South East,Elementary occupations,,14836,
2018,,,,South East,"Managers, directors and senior officials",,39728,
2018,,,,South East,"Process, plant and machine operatives",,24598,
2018,,,,South East,Professional occupations,,35734,
2018,,,,South East,Sales and customer service occupations,,13395,
2018,,,,South East,Skilled trades occupations,,27207,
2018,,,,South East,,,25000,
2018,,,,South West,Administrative and secretarial occupations,,17258,
2018,,,,South West,Associate professional and technical occupations,,27671,
2018,,,,South West,"Caring, leisure and other service occupations",,12661,
2018,,,,South West,Elementary occupations,,13004,reasonably precise
2018,,,,South West,"Managers, directors and senior officials",,33835,
2018,,,,South West,"Process, plant and machine operatives",,22986,
2018,,,,South West,Professional occupations,,33593,
2018,,,,South West,Sales and customer service occupations,,12258,reasonably precise
2018,,,,South West,Skilled trades occupations,,24847,
2018,,,,South West,,,22225,
2018,,,,Wales,Administrative and secretarial occupations,,18252,
2018,,,,Wales,Associate professional and technical occupations,,27206,reasonably precise
2018,,,,Wales,"Caring, leisure and other service occupations",,14472,reasonably precise
2018,,,,Wales,Elementary occupations,,13898,reasonably precise
2018,,,,Wales,"Managers, directors and senior officials",,32352,reasonably precise
2018,,,,Wales,"Process, plant and machine operatives",,21737,
2018,,,,Wales,Professional occupations,,34099,
2018,,,,Wales,Sales and customer service occupations,,13211,reasonably precise
2018,,,,Wales,Skilled trades occupations,,24804,reasonably precise
2018,,,,Wales,,,21644,
2018,,,,West Midlands,Administrative and secretarial occupations,,17596,
2018,,,,West Midlands,Associate professional and technical occupations,,29074,
2018,,,,West Midlands,"Caring, leisure and other service occupations",,13512,
2018,,,,West Midlands,Elementary occupations,,14637,reasonably precise
2018,,,,West Midlands,"Managers, directors and senior officials",,38322,reasonably precise
2018,,,,West Midlands,"Process, plant and machine operatives",,23812,
2018,,,,West Midlands,Professional occupations,,33962,
2018,,,,West Midlands,Sales and customer service occupations,,13004,reasonably precise
2018,,,,West Midlands,Skilled trades occupations,,26076,
2018,,,,West Midlands,,,22824,
2018,,,,Yorkshire and The Humber,Administrative and secretarial occupations,,17350,
2018,,,,Yorkshire and The Humber,Associate professional and technical occupations,,27147,
2018,,,,Yorkshire and The Humber,"Caring, leisure and other service occupations",,13787,
2018,,,,Yorkshire and The Humber,Elementary occupations,,13785,reasonably precise
2018,,,,Yorkshire and The Humber,"Managers, directors and senior officials",,35000,
2018,,,,Yorkshire and The Humber,"Process, plant and machine operatives",,22674,
2018,,,,Yorkshire and The Humber,Professional occupations,,32912,
2018,,,,Yorkshire and The Humber,Sales and customer service occupations,,12480,
2018,,,,Yorkshire and The Humber,Skilled trades occupations,,26000,
2018,,,,Yorkshire and The Humber,,,21793,
2018,,,,,Administrative and secretarial occupations,,18632,
2018,,,,,Associate professional and technical occupations,,30333,
2018,,,,,"Caring, leisure and other service occupations",,14090,
2018,,,,,Elementary occupations,,14143,
2018,,,,,"Managers, directors and senior officials",,40216,
2018,,,,,"Process, plant and machine operatives",,23668,
2018,,,,,Professional occupations,,35500,
2018,,,,,Sales and customer service occupations,,13323,
2018,,,,,Skilled trades occupations,,26032,
2018,,,,,,Accommodation and food service activities,12779,
2018,,,,,,Activities of extraterritorial organisations and bodies,31463,acceptable
2018,,,,,,Activities of households as employers; undifferianted goods-and-services-producing activities of households for own use,6829,acceptable
2018,,,,,,Administrative and support service activities,20390,
2018,,,,,,"Agriculture, forestry and fishing",20864,reasonably precise
2018,,,,,,"Arts, entertainment and recreation",17371,
2018,,,,,,Construction,30177,
2018,,,,,,Education,23398,
2018,,,,,,"Electricity, gas, steam and air conditioning supply",38636,
2018,,,,,,Financial and insurance activities,37258,
2018,,,,,,Human health and social work activities,20636,
2018,,,,,,Information and communication,37383,
2018,,,,,,Manufacturing,28750,
2018,,,,,,Mining and quarrying,39966,reasonably precise
2018,,,,,,Other service activities,18950,
2018,,,,,,"Professional, scientific and technical activities",31751,
2018,,,,,,Public administration and defence; compulsory social security,30474,
2018,,,,,,Real estate activities,25229,
2018,,,,,,Transportation and storage,27252,
2018,,,,,,"Water supply; sewerage, waste management and remediation activities",30072,
2018,,,,,,Wholesale and retail trade; repair of motor vehicles and motorcycles,18757,
2018,,,,,,,24003,
2019,Female,Full-time,16-17,,,,x,unacceptable
2019,Female,Full-time,18-21,,,,15919,
2019,Female,Full-time,22-29,,,,23750,
2019,Female,Full-time,30-39,,,,29319,
2019,Female,Full-time,40-49,,,,30214,
2019,Female,Full-time,50-59,,,,27035,
2019,Female,Full-time,60+,,,,23356,
2019,Female,Full-time,,East,Administrative and secretarial occupations,,22471,
2019,Female,Full-time,,East,Associate professional and technical occupations,,30581,
2019,Female,Full-time,,East,"Caring, leisure and other service occupations",,18365,reasonably precise
2019,Female,Full-time,,East,Elementary occupations,,17635,
2019,Female,Full-time,,East,"Managers, directors and senior officials",,37713,reasonably precise
2019,Female,Full-time,,East,"Process, plant and machine operatives",,19748,reasonably precise
2019,Female,Full-time,,East,Professional occupations,,35480,
2019,Female,Full-time,,East,Sales and customer service occupations,,18897,
2019,Female,Full-time,,East,Skilled trades occupations,,20166,reasonably precise
2019,Female,Full-time,,East,,,26388,
2019,Female,Full-time,,East Midlands,Administrative and secretarial occupations,,20833,
2019,Female,Full-time,,East Midlands,Associate professional and technical occupations,,27696,
2019,Female,Full-time,,East Midlands,"Caring, leisure and other service occupations",,17781,
2019,Female,Full-time,,East Midlands,Elementary occupations,,17872,
2019,Female,Full-time,,East Midlands,"Managers, directors and senior officials",,x,unacceptable
2019,Female,Full-time,,East Midlands,"Process, plant and machine operatives",,18073,
2019,Female,Full-time,,East Midlands,Professional occupations,,34742,
2019,Female,Full-time,,East Midlands,Sales and customer service occupations,,18856,
2019,Female,Full-time,,East Midlands,Skilled trades occupations,,19336,reasonably precise
2019,Female,Full-time,,East Midlands,,,23843,
2019,Female,Full-time,,London,Administrative and secretarial occupations,,29241,
2019,Female,Full-time,,London,Associate professional and technical occupations,,35086,
2019,Female,Full-time,,London,"Caring, leisure and other service occupations",,21172,reasonably precise
2019,Female,Full-time,,London,Elementary occupations,,18974,
2019,Female,Full-time,,London,"Managers, directors and senior officials",,54113,
2019,Female,Full-time,,London,"Process, plant and machine operatives",,27773,acceptable
2019,Female,Full-time,,London,Professional occupations,,41071,
2019,Female,Full-time,,London,Sales and customer service occupations,,22318,
2019,Female,Full-time,,London,Skilled trades occupations,,25835,reasonably precise
2019,Female,Full-time,,London,,,34788,
2019,Female,Full-time,,North East,Administrative and secretarial occupations,,21017,
2019,Female,Full-time,,North East,Associate professional and technical occupations,,26941,reasonably precise
2019,Female,Full-time,,North East,"Caring, leisure and other service occupations",,17652,acceptable
2019,Female,Full-time,,North East,Elementary occupations,,16932,reasonably precise
2019,Female,Full-time,,North East,"Managers, directors and senior officials",,32272,acceptable
2019,Female,Full-time,,North East,"Process, plant and machine operatives",,18844,reasonably precise
2019,Female,Full-time,,North East,Professional occupations,,34325,
2019,Female,Full-time,,North East,Sales and customer service occupations,,18841,
2019,Female,Full-time,,North East,Skilled trades occupations,,19745,acceptable
2019,Female,Full-time,,North East,,,24269,
2019,Female,Full-time,,North West,Administrative and secretarial occupations,,21078,
2019,Female,Full-time,,North West,Associate professional and technical occupations,,28013,
2019,Female,Full-time,,North West,"Caring, leisure and other service occupations",,18078,
2019,Female,Full-time,,North West,Elementary occupations,,17394,
2019,Female,Full-time,,North West,"Managers, directors and senior officials",,34067,reasonably precise
2019,Female,Full-time,,North West,"Process, plant and machine operatives",,19825,reasonably precise
2019,Female,Full-time,,North West,Professional occupations,,34896,
2019,Female,Full-time,,North West,Sales and customer service occupations,,18812,
2019,Female,Full-time,,North West,Skilled trades occupations,,18689,reasonably precise
2019,Female,Full-time,,North West,,,25000,
2019,Female,Full-time,,Northern Ireland,,,25657,
2019,Female,Full-time,,Scotland,Administrative and secretarial occupations,,22268,
2019,Female,Full-time,,Scotland,Associate professional and technical occupations,,28800,
2019,Female,Full-time,,Scotland,"Caring, leisure and other service occupations",,20082,
2019,Female,Full-time,,Scotland,Elementary occupations,,17273,reasonably precise
2019,Female,Full-time,,Scotland,"Managers, directors and senior officials",,33896,reasonably precise
2019,Female,Full-time,,Scotland,"Process, plant and machine operatives",,19636,reasonably precise
2019,Female,Full-time,,Scotland,Professional occupations,,36064,
2019,Female,Full-time,,Scotland,Sales and customer service occupations,,19449,
2019,Female,Full-time,,Scotland,Skilled trades occupations,,20061,reasonably precise
2019,Female,Full-time,,Scotland,,,26947,
2019,Female,Full-time,,South East,Administrative and secretarial occupations,,23641,
2019,Female,Full-time,,South East,Associate professional and technical occupations,,30508,
2019,Female,Full-time,,South East,"Caring, leisure and other service occupations",,18740,
2019,Female,Full-time,,South East,Elementary occupations,,17921,
2019,Female,Full-time,,South East,"Managers, directors and senior officials",,37585,reasonably precise
2019,Female,Full-time,,South East,"Process, plant and machine operatives",,22168,acceptable
2019,Female,Full-time,,South East,Professional occupations,,36644,
2019,Female,Full-time,,South East,Sales and customer service occupations,,19301,
2019,Female,Full-time,,South East,Skilled trades occupations,,21646,reasonably precise
2019,Female,Full-time,,South East,,,27814,
2019,Female,Full-time,,South West,Administrative and secretarial occupations,,21187,
2019,Female,Full-time,,South West,Associate professional and technical occupations,,27449,
2019,Female,Full-time,,South West,"Caring, leisure and other service occupations",,18765,
2019,Female,Full-time,,South West,Elementary occupations,,17626,reasonably precise
2019,Female,Full-time,,South West,"Managers, directors and senior officials",,32911,reasonably precise
2019,Female,Full-time,,South West,"Process, plant and machine operatives",,20575,reasonably precise
2019,Female,Full-time,,South West,Professional occupations,,33667,
2019,Female,Full-time,,South West,Sales and customer service occupations,,19556,reasonably precise
2019,Female,Full-time,,South West,Skilled trades occupations,,18982,reasonably precise
2019,Female,Full-time,,South West,,,24744,
2019,Female,Full-time,,Wales,Administrative and secretarial occupations,,22114,
2019,Female,Full-time,,Wales,Associate professional and technical occupations,,27425,
2019,Female,Full-time,,Wales,"Caring, leisure and other service occupations",,18473,
2019,Female,Full-time,,Wales,Elementary occupations,,17362,
2019,Female,Full-time,,Wales,"Managers, directors and senior officials",,34996,reasonably precise
2019,Female,Full-time,,Wales,"Process, plant and machine operatives",,19163,reasonably precise
2019,Female,Full-time,,Wales,Professional occupations,,35844,
2019,Female,Full-time,,Wales,Sales and customer service occupations,,18331,
2019,Female,Full-time,,Wales,Skilled trades occupations,,19303,acceptable
2019,Female,Full-time,,Wales,,,24995,
2019,Female,Full-time,,West Midlands,Administrative and secretarial occupations,,22020,
2019,Female,Full-time,,West Midlands,Associate professional and technical occupations,,27614,
2019,Female,Full-time,,West Midlands,"Caring, leisure and other service occupations",,17790,
2019,Female,Full-time,,West Midlands,Elementary occupations,,17102,acceptable
2019,Female,Full-time,,West Midlands,"Managers, directors and senior officials",,37597,reasonably precise
2019,Female,Full-time,,West Midlands,"Process, plant and machine operatives",,19112,
2019,Female,Full-time,,West Midlands,Professional occupations,,34275,
2019,Female,Full-time,,West Midlands,Sales and customer service occupations,,19025,reasonably precise
2019,Female,Full-time,,West Midlands,Skilled trades occupations,,20236,reasonably precise
2019,Female,Full-time,,West Midlands,,,25024,
2019,Female,Full-time,,Yorkshire and The Humber,Administrative and secretarial occupations,,20946,
2019,Female,Full-time,,Yorkshire and The Humber,Associate professional and technical occupations,,27065,
2019,Female,Full-time,,Yorkshire and The Humber,"Caring, leisure and other service occupations",,17383,
2019,Female,Full-time,,Yorkshire and The Humber,Elementary occupations,,17607,
2019,Female,Full-time,,Yorkshire and The Humber,"Managers, directors and senior officials",,33391,reasonably precise
2019,Female,Full-time,,Yorkshire and The Humber,"Process, plant and machine operatives",,18077,reasonably precise
2019,Female,Full-time,,Yorkshire and The Humber,Professional occupations,,33748,
2019,Female,Full-time,,Yorkshire and The Humber,Sales and customer service occupations,,18678,
2019,Female,Full-time,,Yorkshire and The Humber,Skilled trades occupations,,19703,reasonably precise
2019,Female,Full-time,,Yorkshire and The Humber,,,24337,
2019,Female,Full-time,,,Administrative and secretarial occupations,,22738,
2019,Female,Full-time,,,Associate professional and technical occupations,,29608,
2019,Female,Full-time,,,"Caring, leisure and other service occupations",,18615,
2019,Female,Full-time,,,Elementary occupations,,17730,
2019,Female,Full-time,,,"Managers, directors and senior officials",,38314,
2019,Female,Full-time,,,"Process, plant and machine operatives",,19682,
2019,Female,Full-time,,,Professional occupations,,36273,
2019,Female,Full-time,,,Sales and customer service occupations,,19324,
2019,Female,Full-time,,,Skilled trades occupations,,20492,
2019,Female,Full-time,,,,Accommodation and food service activities,19497,
2019,Female,Full-time,,,,Activities of extraterritorial organisations and bodies,x,unacceptable
2019,Female,Full-time,,,,Activities of households as employers; undifferianted goods-and-services-producing activities of households for own use,23012,reasonably precise
2019,Female,Full-time,,,,Administrative and support service activities,24012,
2019,Female,Full-time,,,,"Agriculture, forestry and fishing",20932,acceptable
2019,Female,Full-time,,,,"Arts, entertainment and recreation",23249,
2019,Female,Full-time,,,,Construction,27449,
2019,Female,Full-time,,,,Education,29629,
2019,Female,Full-time,,,,"Electricity, gas, steam and air conditioning supply",31277,reasonably precise
2019,Female,Full-time,,,,Financial and insurance activities,34689,
2019,Female,Full-time,,,,Human health and social work activities,25386,
2019,Female,Full-time,,,,Information and communication,34392,
2019,Female,Full-time,,,,Manufacturing,24799,
2019,Female,Full-time,,,,Mining and quarrying,38655,acceptable
2019,Female,Full-time,,,,Other service activities,24168,
2019,Female,Full-time,,,,"Professional, scientific and technical activities",31000,
2019,Female,Full-time,,,,Public administration and defence; compulsory social security,30690,
2019,Female,Full-time,,,,Real estate activities,26679,
2019,Female,Full-time,,,,Transportation and storage,28009,
2019,Female,Full-time,,,,"Water supply; sewerage, waste management and remediation activities",29444,acceptable
2019,Female,Full-time,,,,Wholesale and retail trade; repair of motor vehicles and motorcycles,22028,
2019,Female,Full-time,,,,,26808,
2019,Female,Part-time,16-17,,,,2673,acceptable
2019,Female,Part-time,18-21,,,,5907,reasonably precise
2019,Female,Part-time,22-29,,,,9789,
2019,Female,Part-time,30-39,,,,11488,
2019,Female,Part-time,40-49,,,,11696,
2019,Female,Part-time,50-59,,,,11232,
2019,Female,Part-time,60+,,,,9483,
2019,Female,Part-time,,East,Administrative and secretarial occupations,,10995,
2019,Female,Part-time,,East,Associate professional and technical occupations,,13665,reasonably precise
2019,Female,Part-time,,East,"Caring, leisure and other service occupations",,9760,reasonably precise
2019,Female,Part-time,,East,Elementary occupations,,6097,acceptable
2019,Female,Part-time,,East,"Managers, directors and senior officials",,16442,acceptable
2019,Female,Part-time,,East,"Process, plant and machine operatives",,x,unacceptable
2019,Female,Part-time,,East,Professional occupations,,17043,reasonably precise
2019,Female,Part-time,,East,Sales and customer service occupations,,8832,reasonably precise
2019,Female,Part-time,,East,Skilled trades occupations,,10609,reasonably precise
2019,Female,Part-time,,East,,,10291,
2019,Female,Part-time,,East Midlands,Administrative and secretarial occupations,,10133,
2019,Female,Part-time,,East Midlands,Associate professional and technical occupations,,13183,reasonably precise
2019,Female,Part-time,,East Midlands,"Caring, leisure and other service occupations",,9777,reasonably precise
2019,Female,Part-time,,East Midlands,Elementary occupations,,7099,reasonably precise
2019,Female,Part-time,,East Midlands,"Managers, directors and senior officials",,x,unacceptable
2019,Female,Part-time,,East Midlands,"Process, plant and machine operatives",,x,unacceptable
2019,Female,Part-time,,East Midlands,Professional occupations,,19397,reasonably precise
2019,Female,Part-time,,East Midlands,Sales and customer service occupations,,9126,
2019,Female,Part-time,,East Midlands,Skilled trades occupations,,9431,acceptable
2019,Female,Part-time,,East Midlands,,,10107,
2019,Female,Part-time,,London,Administrative and secretarial occupations,,11815,reasonably precise
2019,Female,Part-time,,London,Associate professional and technical occupations,,14209,acceptable
2019,Female,Part-time,,London,"Caring, leisure and other service occupations",,10570,reasonably precise
2019,Female,Part-time,,London,Elementary occupations,,7800,reasonably precise
2019,Female,Part-time,,London,"Managers, directors and senior officials",,23877,acceptable
2019,Female,Part-time,,London,"Process, plant and machine operatives",,x,unacceptable
2019,Female,Part-time,,London,Professional occupations,,22242,reasonably precise
2019,Female,Part-time,,London,Sales and customer service occupations,,9419,
2019,Female,Part-time,,London,Skilled trades occupations,,x,unacceptable
2019,Female,Part-time,,London,,,11580,
2019,Female,Part-time,,North East,Administrative and secretarial occupations,,x,unacceptable
2019,Female,Part-time,,North East,Associate professional and technical occupations,,13829,reasonably precise
2019,Female,Part-time,,North East,"Caring, leisure and other service occupations",,10269,acceptable
2019,Female,Part-time,,North East,Elementary occupations,,6302,reasonably precise
2019,Female,Part-time,,North East,"Managers, directors and senior officials",,14116,acceptable
2019,Female,Part-time,,North East,"Process, plant and machine operatives",,x,unacceptable
2019,Female,Part-time,,North East,Professional occupations,,20694,reasonably precise
2019,Female,Part-time,,North East,Sales and customer service occupations,,9545,
2019,Female,Part-time,,North East,Skilled trades occupations,,10849,acceptable
2019,Female,Part-time,,North East,,,10627,reasonably precise
2019,Female,Part-time,,North West,Administrative and secretarial occupations,,11501,reasonably precise
2019,Female,Part-time,,North West,Associate professional and technical occupations,,13197,acceptable
2019,Female,Part-time,,North West,"Caring, leisure and other service occupations",,10531,
2019,Female,Part-time,,North West,Elementary occupations,,6669,
2019,Female,Part-time,,North West,"Managers, directors and senior officials",,x,unacceptable
2019,Female,Part-time,,North West,"Process, plant and machine operatives",,10571,acceptable
2019,Female,Part-time,,North West,Professional occupations,,21693,
2019,Female,Part-time,,North West,Sales and customer service occupations,,9119,reasonably precise
2019,Female,Part-time,,North West,Skilled trades occupations,,10349,acceptable
2019,Female,Part-time,,North West,,,10660,
2019,Female,Part-time,,Northern Ireland,,,10695,
2019,Female,Part-time,,Scotland,Administrative and secretarial occupations,,11317,
2019,Female,Part-time,,Scotland,Associate professional and technical occupations,,13426,reasonably precise
2019,Female,Part-time,,Scotland,"Caring, leisure and other service occupations",,11225,
2019,Female,Part-time,,Scotland,Elementary occupations,,7656,reasonably precise
2019,Female,Part-time,,Scotland,"Managers, directors and senior officials",,x,unacceptable
2019,Female,Part-time,,Scotland,"Process, plant and machine operatives",,x,unacceptable
2019,Female,Part-time,,Scotland,Professional occupations,,20948,
2019,Female,Part-time,,Scotland,Sales and customer service occupations,,8908,
2019,Female,Part-time,,Scotland,Skilled trades occupations,,9020,acceptable
2019,Female,Part-time,,Scotland,,,11329,
2019,Female,Part-time,,South East,Administrative and secretarial occupations,,10650,
2019,Female,Part-time,,South East,Associate professional and technical occupations,,x,unacceptable
2019,Female,Part-time,,South East,"Caring, leisure and other service occupations",,9389,
2019,Female,Part-time,,South East,Elementary occupations,,6684,
2019,Female,Part-time,,South East,"Managers, directors and senior officials",,15577,acceptable
2019,Female,Part-time,,South East,"Process, plant and machine operatives",,x,unacceptable
2019,Female,Part-time,,South East,Professional occupations,,20758,reasonably precise
2019,Female,Part-time,,South East,Sales and customer service occupations,,8823,
2019,Female,Part-time,,South East,Skilled trades occupations,,10086,acceptable
2019,Female,Part-time,,South East,,,10542,
2019,Female,Part-time,,South West,Administrative and secretarial occupations,,10712,reasonably precise
2019,Female,Part-time,,South West,Associate professional and technical occupations,,13868,reasonably precise
2019,Female,Part-time,,South West,"Caring, leisure and other service occupations",,9772,reasonably precise
2019,Female,Part-time,,South West,Elementary occupations,,5967,reasonably precise
2019,Female,Part-time,,South West,"Managers, directors and senior officials",,12682,acceptable
2019,Female,Part-time,,South West,"Process, plant and machine operatives",,x,unacceptable
2019,Female,Part-time,,South West,Professional occupations,,18420,reasonably precise
2019,Female,Part-time,,South West,Sales and customer service occupations,,8243,reasonably precise
2019,Female,Part-time,,South West,Skilled trades occupations,,10349,acceptable
2019,Female,Part-time,,South West,,,10368,
2019,Female,Part-time,,Wales,Administrative and secretarial occupations,,10339,reasonably precise
2019,Female,Part-time,,Wales,Associate professional and technical occupations,,12276,acceptable
2019,Female,Part-time,,Wales,"Caring, leisure and other service occupations",,10879,
2019,Female,Part-time,,Wales,Elementary occupations,,6684,reasonably precise
2019,Female,Part-time,,Wales,"Managers, directors and senior officials",,x,unacceptable
2019,Female,Part-time,,Wales,"Process, plant and machine operatives",,x,unacceptable
2019,Female,Part-time,,Wales,Professional occupations,,21282,reasonably precise
2019,Female,Part-time,,Wales,Sales and customer service occupations,,8703,reasonably precise
2019,Female,Part-time,,Wales,Skilled trades occupations,,x,unacceptable
2019,Female,Part-time,,Wales,,,10500,
2019,Female,Part-time,,West Midlands,Administrative and secretarial occupations,,10796,
2019,Female,Part-time,,West Midlands,Associate professional and technical occupations,,13190,reasonably precise
2019,Female,Part-time,,West Midlands,"Caring, leisure and other service occupations",,10451,reasonably precise
2019,Female,Part-time,,West Midlands,Elementary occupations,,x,unacceptable
2019,Female,Part-time,,West Midlands,"Managers, directors and senior officials",,x,unacceptable
2019,Female,Part-time,,West Midlands,"Process, plant and machine operatives",,10250,acceptable
2019,Female,Part-time,,West Midlands,Professional occupations,,19517,
2019,Female,Part-time,,West Midlands,Sales and customer service occupations,,8926,
2019,Female,Part-time,,West Midlands,Skilled trades occupations,,10222,acceptable
2019,Female,Part-time,,West Midlands,,,10409,
2019,Female,Part-time,,Yorkshire and The Humber,Administrative and secretarial occupations,,10738,
2019,Female,Part-time,,Yorkshire and The Humber,Associate professional and technical occupations,,14073,reasonably precise
2019,Female,Part-time,,Yorkshire and The Humber,"Caring, leisure and other service occupations",,10415,reasonably precise
2019,Female,Part-time,,Yorkshire and The Humber,Elementary occupations,,6595,acceptable
2019,Female,Part-time,,Yorkshire and The Humber,"Managers, directors and senior officials",,14565,acceptable
2019,Female,Part-time,,Yorkshire and The Humber,"Process, plant and machine operatives",,9504,acceptable
2019,Female,Part-time,,Yorkshire and The Humber,Professional occupations,,21611,reasonably precise
2019,Female,Part-time,,Yorkshire and The Humber,Sales and customer service occupations,,8918,
2019,Female,Part-time,,Yorkshire and The Humber,Skilled trades occupations,,9340,acceptable
2019,Female,Part-time,,Yorkshire and The Humber,,,10444,
2019,Female,Part-time,,,Administrative and secretarial occupations,,10907,
2019,Female,Part-time,,,Associate professional and technical occupations,,13612,
2019,Female,Part-time,,,"Caring, leisure and other service occupations",,10238,
2019,Female,Part-time,,,Elementary occupations,,6804,
2019,Female,Part-time,,,"Managers, directors and senior officials",,14842,reasonably precise
2019,Female,Part-time,,,"Process, plant and machine operatives",,10141,reasonably precise
2019,Female,Part-time,,,Professional occupations,,20195,
2019,Female,Part-time,,,Sales and customer service occupations,,8927,
2019,Female,Part-time,,,Skilled trades occupations,,10374,reasonably precise
2019,Female,Part-time,,,,Accommodation and food service activities,7588,
2019,Female,Part-time,,,,Activities of households as employers; undifferianted goods-and-services-producing activities of households for own use,5748,acceptable
2019,Female,Part-time,,,,Administrative and support service activities,8400,
2019,Female,Part-time,,,,"Agriculture, forestry and fishing",9183,reasonably precise
2019,Female,Part-time,,,,"Arts, entertainment and recreation",7246,reasonably precise
2019,Female,Part-time,,,,Construction,9697,reasonably precise
2019,Female,Part-time,,,,Education,11155,
2019,Female,Part-time,,,,"Electricity, gas, steam and air conditioning supply",x,unacceptable
2019,Female,Part-time,,,,Financial and insurance activities,15274,acceptable
2019,Female,Part-time,,,,Human health and social work activities,12572,
2019,Female,Part-time,,,,Information and communication,12312,reasonably precise
2019,Female,Part-time,,,,Manufacturing,11566,
2019,Female,Part-time,,,,Mining and quarrying,x,unacceptable
2019,Female,Part-time,,,,Other service activities,9097,
2019,Female,Part-time,,,,"Professional, scientific and technical activities",12241,
2019,Female,Part-time,,,,Public administration and defence; compulsory social security,13727,
2019,Female,Part-time,,,,Real estate activities,11518,reasonably precise
2019,Female,Part-time,,,,Transportation and storage,11625,reasonably precise
2019,Female,Part-time,,,,"Water supply; sewerage, waste management and remediation activities",12530,acceptable
2019,Female,Part-time,,,,Wholesale and retail trade; repair of motor vehicles and motorcycles,9187,
2019,Female,Part-time,,,,,10626,
2019,Female,,16-17,,,,2805,acceptable
2019,Female,,18-21,,,,8932,reasonably precise
2019,Female,,22-29,,,,20059,
2019,Female,,30-39,,,,22000,
2019,Female,,40-49,,,,21677,
2019,Female,,50-59,,,,19597,
2019,Female,,60+,,,,14000,
2019,Female,,,East,Administrative and secretarial occupations,,16865,
2019,Female,,,East,Associate professional and technical occupations,,27027,
2019,Female,,,East,"Caring, leisure and other service occupations",,12834,reasonably precise
2019,Female,,,East,Elementary occupations,,8924,reasonably precise
2019,Female,,,East,"Managers, directors and senior officials",,33939,reasonably precise
2019,Female,,,East,"Process, plant and machine operatives",,17431,reasonably precise
2019,Female,,,East,Professional occupations,,28647,
2019,Female,,,East,Sales and customer service occupations,,11568,
2019,Female,,,East,Skilled trades occupations,,16805,reasonably precise
2019,Female,,,East,,,18167,
2019,Female,,,East Midlands,Administrative and secretarial occupations,,16412,
2019,Female,,,East Midlands,Associate professional and technical occupations,,24295,
2019,Female,,,East Midlands,"Caring, leisure and other service occupations",,13791,reasonably precise
2019,Female,,,East Midlands,Elementary occupations,,9899,reasonably precise
2019,Female,,,East Midlands,"Managers, directors and senior officials",,x,unacceptable
2019,Female,,,East Midlands,"Process, plant and machine operatives",,17234,acceptable
2019,Female,,,East Midlands,Professional occupations,,30039,reasonably precise
2019,Female,,,East Midlands,Sales and customer service occupations,,11268,reasonably precise
2019,Female,,,East Midlands,Skilled trades occupations,,17152,reasonably precise
2019,Female,,,East Midlands,,,17767,
2019,Female,,,London,Administrative and secretarial occupations,,24730,
2019,Female,,,London,Associate professional and technical occupations,,33001,
2019,Female,,,London,"Caring, leisure and other service occupations",,16335,reasonably precise
2019,Female,,,London,Elementary occupations,,11294,reasonably precise
2019,Female,,,London,"Managers, directors and senior officials",,49399,
2019,Female,,,London,"Process, plant and machine operatives",,21762,acceptable
2019,Female,,,London,Professional occupations,,38101,
2019,Female,,,London,Sales and customer service occupations,,14625,reasonably precise
2019,Female,,,London,Skilled trades occupations,,22572,acceptable
2019,Female,,,London,,,27906,
2019,Female,,,North East,Administrative and secretarial occupations,,17588,reasonably precise
2019,Female,,,North East,Associate professional and technical occupations,,23323,reasonably precise
2019,Female,,,North East,"Caring, leisure and other service occupations",,14068,acceptable
2019,Female,,,North East,Elementary occupations,,7784,reasonably precise
2019,Female,,,North East,"Managers, directors and senior officials",,25906,acceptable
2019,Female,,,North East,"Process, plant and machine operatives",,18054,acceptable
2019,Female,,,North East,Professional occupations,,31074,
2019,Female,,,North East,Sales and customer service occupations,,12268,reasonably precise
2019,Female,,,North East,Skilled trades occupations,,15904,acceptable
2019,Female,,,North East,,,18327,
2019,Female,,,North West,Administrative and secretarial occupations,,18032,
2019,Female,,,North West,Associate professional and technical occupations,,26005,
2019,Female,,,North West,"Caring, leisure and other service occupations",,13827,
